id_venda;id_produto;id_vendedor;data;quantidade;preco_unitario;valor_total;custo;lucro
1704;2;4;31/08/2027;16;110;1760;1392;368
1705;4;5;01/09/2027;7;72;504;462;42
1706;6;5;02/09/2027;9;124;1116;144;972
1707;7;1;03/09/2027;13;35;455;832;-377
1708;10;3;04/09/2027;1;96;96;57;39
1709;3;2;05/09/2027;8;169;1352;728;624
1710;3;2;06/09/2027;4;129;516;88;428
1711;10;3;07/09/2027;3;41;123;219;-96
1712;6;2;08/09/2027;3;95;285;237;48
1713;3;1;09/09/2027;13;31;403;1235;-832
1714;2;1;10/09/2027;8;172;1376;208;1168
1715;8;3;11/09/2027;7;180;1260;126;1134
1716;5;2;12/09/2027;1;186;186;91;95
1717;1;1;13/09/2027;16;110;1760;880;880
1718;3;1;14/09/2027;6;164;984;126;858
1719;10;4;15/09/2027;7;185;1295;581;714
1720;8;4;16/09/2027;12;171;2052;996;1056
1721;4;1;17/09/2027;9;187;1683;855;828
1722;7;3;18/09/2027;11;189;2079;484;1595
1723;10;5;19/09/2027;10;99;990;870;120
1724;2;5;20/09/2027;1;144;144;20;124
1725;7;1;21/09/2027;18;117;2106;594;1512
1726;5;1;22/09/2027;4;35;140;376;-236
1727;5;1;23/09/2027;5;56;280;495;-215
1728;6;3;24/09/2027;9;111;999;720;279
1729;9;4;25/09/2027;17;117;1989;408;1581
1730;6;1;26/09/2027;3;149;447;90;357
1731;8;1;27/09/2027;16;53;848;816;32
1732;7;2;28/09/2027;5;131;655;465;190
1733;9;3;29/09/2027;16;63;1008;1456;-448
1734;4;1;30/09/2027;3;197;591;273;318
1735;2;2;01/10/2027;15;76;1140;690;450
1736;7;5;02/10/2027;3;53;159;183;-24
1737;6;1;03/10/2027;14;94;1316;1204;112
1738;1;1;04/10/2027;16;47;752;912;-160
1739;9;2;05/10/2027;17;73;1241;1632;-391
1740;9;3;06/10/2027;18;105;1890;900;990
1741;2;1;07/10/2027;18;86;1548;720;828
1742;3;5;08/10/2027;14;136;1904;336;1568
1743;5;1;09/10/2027;18;185;3330;810;2520
1744;5;5;10/10/2027;15;153;2295;645;1650
1745;1;4;11/10/2027;15;180;2700;285;2415
1746;8;4;12/10/2027;6;191;1146;546;600
1747;8;5;13/10/2027;15;168;2520;225;2295
1748;4;3;14/10/2027;18;192;3456;306;3150
1749;7;1;15/10/2027;4;145;580;324;256
1750;10;1;16/10/2027;8;122;976;680;296
1751;3;4;17/10/2027;15;71;1065;735;330
1752;6;5;18/10/2027;3;57;171;87;84
1753;10;1;19/10/2027;15;152;2280;1215;1065
1754;10;1;20/10/2027;13;53;689;572;117
1755;9;3;21/10/2027;9;165;1485;864;621
1756;1;2;22/10/2027;2;135;270;178;92
1757;5;4;23/10/2027;8;147;1176;456;720
1758;4;4;24/10/2027;17;82;1394;1258;136
1759;8;2;25/10/2027;13;161;2093;702;1391
1760;1;1;26/10/2027;1;129;129;79;50
1761;9;3;27/10/2027;2;34;68;86;-18
1762;6;3;28/10/2027;15;78;1170;1320;-150
1763;4;4;29/10/2027;12;127;1524;396;1128
1764;9;3;30/10/2027;14;59;826;238;588
1765;5;2;31/10/2027;2;101;202;100;102
1766;5;1;01/11/2027;18;132;2376;1026;1350
1767;5;2;02/11/2027;7;92;644;203;441
1768;1;5;03/11/2027;6;55;330;330;0
1769;1;4;04/11/2027;14;66;924;1316;-392
1770;8;3;05/11/2027;8;36;288;400;-112
1771;8;5;06/11/2027;2;156;312;196;116
1772;6;3;07/11/2027;17;197;3349;1547;1802
1773;4;1;08/11/2027;5;121;605;235;370
1774;2;1;09/11/2027;14;196;2744;266;2478
1775;2;1;10/11/2027;3;132;396;276;120
1776;9;3;11/11/2027;5;82;410;140;270
1777;5;5;12/11/2027;16;161;2576;1312;1264
1778;4;1;13/11/2027;18;137;2466;1746;720
1779;10;5;14/11/2027;17;141;2397;1037;1360
1780;1;3;15/11/2027;11;182;2002;748;1254
1781;7;5;16/11/2027;17;36;612;306;306
1782;3;3;17/11/2027;16;185;2960;1552;1408
1783;6;3;18/11/2027;2;96;192;46;146
1784;5;4;19/11/2027;4;137;548;268;280
1785;5;3;20/11/2027;7;140;980;637;343
1786;5;3;21/11/2027;2;177;354;184;170
1787;1;2;22/11/2027;6;112;672;444;228
1788;1;1;23/11/2027;17;153;2601;1020;1581
1789;3;4;24/11/2027;7;168;1176;476;700
1790;10;4;25/11/2027;5;133;665;440;225
1791;4;4;26/11/2027;5;96;480;255;225
1792;5;2;27/11/2027;16;36;576;592;-16
1793;2;3;28/11/2027;19;180;3420;779;2641
1794;8;1;29/11/2027;9;139;1251;756;495
1795;2;5;30/11/2027;5;63;315;400;-85
1796;9;3;01/12/2027;8;135;1080;600;480
1797;2;2;02/12/2027;9;176;1584;819;765
1798;9;3;03/12/2027;5;87;435;325;110
1799;7;3;04/12/2027;10;38;380;640;-260
1800;8;2;05/12/2027;2;77;154;66;88
1801;2;4;06/12/2027;9;144;1296;135;1161
1802;7;4;07/12/2027;11;70;770;594;176
1803;6;1;08/12/2027;4;77;308;184;124
1804;4;1;09/12/2027;2;54;108;72;36
1805;7;4;10/12/2027;6;145;870;480;390
1806;4;5;11/12/2027;14;107;1498;756;742
1807;2;3;12/12/2027;1;137;137;52;85
1808;10;5;13/12/2027;18;54;972;1116;-144
1809;7;3;14/12/2027;7;176;1232;483;749
1810;8;4;15/12/2027;1;68;68;89;-21
1811;2;1;16/12/2027;1;148;148;95;53
1812;5;1;17/12/2027;1;108;108;69;39
1813;1;5;18/12/2027;4;109;436;260;176
1814;7;1;19/12/2027;4;56;224;296;-72
1815;8;4;20/12/2027;18;133;2394;396;1998
1816;6;5;21/12/2027;11;103;1133;902;231
1817;5;3;22/12/2027;1;97;97;89;8
1818;6;1;23/12/2027;10;176;1760;860;900
1819;2;2;24/12/2027;9;57;513;207;306
1820;1;1;25/12/2027;4;152;608;64;544
1821;7;3;26/12/2027;6;190;1140;564;576
1822;7;5;27/12/2027;16;167;2672;1344;1328
1823;10;3;28/12/2027;2;112;224;198;26
1824;10;2;29/12/2027;18;59;1062;1314;-252
1825;2;4;30/12/2027;10;51;510;330;180
1826;2;1;31/12/2027;17;32;544;714;-170
1827;1;5;01/01/2028;13;130;1690;1118;572
1828;10;4;02/01/2028;18;134;2412;504;1908
1829;8;3;03/01/2028;13;31;403;494;-91
1830;8;5;04/01/2028;17;83;1411;986;425
1831;1;4;05/01/2028;5;35;175;350;-175
1832;8;5;06/01/2028;11;136;1496;715;781
1833;9;2;07/01/2028;7;197;1379;322;1057
1834;4;2;08/01/2028;10;152;1520;640;880
1835;1;1;09/01/2028;17;31;527;935;-408
1836;1;1;10/01/2028;15;140;2100;1200;900
1837;3;2;11/01/2028;18;31;558;702;-144
1838;5;5;12/01/2028;19;122;2318;1425;893
1839;5;2;13/01/2028;2;130;260;160;100
1840;9;1;14/01/2028;4;126;504;224;280
1841;10;2;15/01/2028;3;140;420;237;183
1842;2;2;16/01/2028;7;35;245;350;-105
1843;2;5;17/01/2028;18;156;2808;1620;1188
1844;6;4;18/01/2028;10;133;1330;230;1100
1845;9;1;19/01/2028;7;176;1232;350;882
1846;1;5;20/01/2028;8;184;1472;416;1056
1847;9;2;21/01/2028;6;30;180;282;-102
1848;9;2;22/01/2028;1;62;62;56;6
1849;9;4;23/01/2028;4;69;276;300;-24
1850;5;1;24/01/2028;14;61;854;840;14
1851;9;1;25/01/2028;17;46;782;1275;-493
1852;4;3;26/01/2028;18;155;2790;576;2214
1853;2;1;27/01/2028;11;37;407;924;-517
1854;6;4;28/01/2028;14;86;1204;1344;-140
1855;4;3;29/01/2028;9;71;639;846;-207
1856;6;3;30/01/2028;15;127;1905;435;1470
1857;3;2;31/01/2028;12;166;1992;744;1248
1858;6;2;01/02/2028;10;149;1490;860;630
1859;2;1;02/02/2028;19;116;2204;513;1691
1860;2;3;03/02/2028;19;192;3648;1083;2565
1861;9;2;04/02/2028;6;83;498;444;54
1862;7;4;05/02/2028;6;113;678;426;252
1863;3;2;06/02/2028;8;54;432;680;-248
1864;1;2;07/02/2028;1;96;96;31;65
1865;8;3;08/02/2028;17;181;3077;1088;1989
1866;6;3;09/02/2028;17;75;1275;782;493
1867;7;5;10/02/2028;15;51;765;540;225
1868;9;4;11/02/2028;7;168;1176;483;693
1869;5;3;12/02/2028;19;37;703;1349;-646
1870;1;1;13/02/2028;3;68;204;81;123
1871;10;4;14/02/2028;11;192;2112;671;1441
1872;7;4;15/02/2028;19;78;1482;1444;38
1873;5;3;16/02/2028;9;75;675;612;63
1874;3;4;17/02/2028;10;67;670;430;240
1875;9;3;18/02/2028;2;165;330;72;258
1876;1;2;19/02/2028;1;83;83;79;4
1877;1;5;20/02/2028;16;194;3104;688;2416
1878;1;2;21/02/2028;18;121;2178;1116;1062
1879;3;3;22/02/2028;17;69;1173;323;850
1880;6;3;23/02/2028;6;63;378;294;84
1881;10;2;24/02/2028;14;125;1750;1232;518
1882;3;1;25/02/2028;15;108;1620;1455;165
1883;8;1;26/02/2028;14;156;2184;1190;994
1884;10;1;27/02/2028;3;46;138;180;-42
1885;2;3;28/02/2028;19;190;3610;931;2679
1886;9;4;29/02/2028;12;139;1668;708;960
1887;3;3;01/03/2028;2;81;162;54;108
1888;5;4;02/03/2028;3;147;441;72;369
1889;10;2;03/03/2028;18;38;684;1440;-756
1890;8;5;04/03/2028;1;62;62;84;-22
1891;2;4;05/03/2028;6;142;852;516;336
1892;6;1;06/03/2028;5;178;890;195;695
1893;5;3;07/03/2028;1;114;114;58;56
1894;10;2;08/03/2028;19;39;741;1406;-665
1895;9;1;09/03/2028;1;35;35;61;-26
1896;5;2;10/03/2028;16;144;2304;864;1440
1897;2;5;11/03/2028;12;150;1800;252;1548
1898;5;3;12/03/2028;8;170;1360;480;880
1899;4;3;13/03/2028;16;94;1504;592;912
1900;7;5;14/03/2028;1;49;49;97;-48
1901;6;3;15/03/2028;4;86;344;240;104
1902;2;4;16/03/2028;10;75;750;270;480
1903;5;2;17/03/2028;11;165;1815;385;1430
1904;7;1;18/03/2028;17;39;663;255;408
1905;7;5;19/03/2028;7;142;994;231;763
1906;5;4;20/03/2028;12;168;2016;888;1128
1907;9;1;21/03/2028;7;41;287;329;-42
1908;4;1;22/03/2028;12;167;2004;216;1788
1909;3;5;23/03/2028;15;182;2730;255;2475
1910;4;4;24/03/2028;2;40;80;132;-52
1911;5;1;25/03/2028;14;147;2058;588;1470
1912;6;1;26/03/2028;13;193;2509;1092;1417
1913;3;4;27/03/2028;4;68;272;336;-64
1914;2;3;28/03/2028;14;82;1148;966;182
1915;4;1;29/03/2028;14;85;1190;994;196
1916;5;2;30/03/2028;16;133;2128;480;1648
1917;4;4;31/03/2028;7;158;1106;266;840
1918;3;1;01/04/2028;19;85;1615;1577;38
1919;8;5;02/04/2028;2;147;294;110;184
1920;10;2;03/04/2028;10;161;1610;910;700
1921;4;1;04/04/2028;18;59;1062;1098;-36
1922;2;2;05/04/2028;17;41;697;1530;-833
1923;2;2;06/04/2028;5;64;320;415;-95
1924;1;3;07/04/2028;12;106;1272;540;732
1925;4;2;08/04/2028;6;188;1128;264;864
1926;10;3;09/04/2028;9;131;1179;288;891
1927;9;4;10/04/2028;1;116;116;58;58
1928;7;3;11/04/2028;15;81;1215;615;600
1929;10;5;12/04/2028;6;109;654;240;414
1930;7;1;13/04/2028;19;164;3116;1406;1710
1931;7;4;14/04/2028;18;51;918;576;342
1932;8;4;15/04/2028;6;104;624;420;204
1933;1;5;16/04/2028;13;87;1131;585;546
1934;10;3;17/04/2028;1;122;122;73;49
1935;10;1;18/04/2028;13;132;1716;208;1508
1936;8;3;19/04/2028;7;169;1183;371;812
1937;4;2;20/04/2028;15;36;540;1125;-585
1938;4;3;21/04/2028;12;157;1884;924;960
1939;4;4;22/04/2028;1;84;84;32;52
1940;6;1;23/04/2028;15;135;2025;465;1560
1941;7;3;24/04/2028;4;91;364;212;152
1942;6;1;25/04/2028;13;119;1547;1105;442
1943;1;1;26/04/2028;5;127;635;340;295
1944;8;2;27/04/2028;2;106;212;180;32
1945;10;2;28/04/2028;1;148;148;49;99
1946;7;4;29/04/2028;16;65;1040;400;640
1947;6;5;30/04/2028;6;118;708;450;258
1948;6;1;01/05/2028;16;181;2896;928;1968
1949;5;5;02/05/2028;14;174;2436;1148;1288
1950;6;4;03/05/2028;3;159;477;117;360
1951;9;1;04/05/2028;15;170;2550;930;1620
1952;10;1;05/05/2028;3;188;564;138;426
1953;9;5;06/05/2028;2;122;244;196;48
1954;10;3;07/05/2028;1;143;143;18;125
1955;8;2;08/05/2028;9;57;513;468;45
1956;10;3;09/05/2028;9;184;1656;693;963
1957;9;5;10/05/2028;7;172;1204;427;777
1958;10;2;11/05/2028;3;62;186;45;141
1959;8;3;12/05/2028;18;49;882;306;576
1960;8;2;13/05/2028;11;199;2189;836;1353
1961;1;1;14/05/2028;7;169;1183;546;637
1962;10;3;15/05/2028;9;130;1170;279;891
1963;5;2;16/05/2028;1;52;52;92;-40
1964;4;2;17/05/2028;14;141;1974;1064;910
1965;2;2;18/05/2028;6;43;258;294;-36
1966;8;3;19/05/2028;7;120;840;189;651
1967;3;4;20/05/2028;10;182;1820;490;1330
1968;4;3;21/05/2028;7;106;742;399;343
1969;7;5;22/05/2028;2;114;228;32;196
1970;10;3;23/05/2028;4;138;552;280;272
1971;9;2;24/05/2028;17;60;1020;1547;-527
1972;2;1;25/05/2028;1;151;151;65;86
1973;3;3;26/05/2028;10;136;1360;680;680
1974;4;3;27/05/2028;19;83;1577;570;1007
1975;10;2;28/05/2028;15;162;2430;480;1950
1976;1;1;29/05/2028;10;170;1700;210;1490
1977;7;1;30/05/2028;19;185;3515;1121;2394
1978;2;5;31/05/2028;12;72;864;600;264
1979;5;3;01/06/2028;16;118;1888;880;1008
1980;1;1;02/06/2028;9;144;1296;504;792
1981;3;1;03/06/2028;15;128;1920;315;1605
1982;2;4;04/06/2028;17;76;1292;493;799
1983;1;4;05/06/2028;14;100;1400;1036;364
1984;7;1;06/06/2028;18;195;3510;972;2538
1985;5;5;07/06/2028;2;96;192;194;-2
1986;1;1;08/06/2028;4;91;364;204;160
1987;6;2;09/06/2028;18;138;2484;1440;1044
1988;5;3;10/06/2028;7;196;1372;483;889
1989;3;5;11/06/2028;13;66;858;1183;-325
1990;7;2;12/06/2028;15;148;2220;1410;810
1991;10;5;13/06/2028;1;115;115;70;45
1992;9;2;14/06/2028;11;155;1705;638;1067
1993;9;3;15/06/2028;10;165;1650;710;940
1994;9;3;16/06/2028;5;81;405;100;305
1995;2;4;17/06/2028;16;120;1920;736;1184
1996;3;2;18/06/2028;11;62;682;968;-286
1997;7;4;19/06/2028;6;110;660;192;468
1998;5;2;20/06/2028;9;71;639;738;-99
1999;2;4;21/06/2028;13;141;1833;1131;702
2000;3;3;22/06/2028;8;155;1240;168;1072
