id,gen,name,form,type_1,type_2,hp,atk,def,sp_atk,sp_def,spd,bst,pml
988,9,Slither Wing, ,Bug,Fighting,85,135,79,85,105,81,570,
989,9,Sandy Shocks, ,Electric,Ground,85,81,97,121,85,101,570,
990,9,Iron Treads, ,Ground,Steel,90,112,120,72,70,106,570,
991,9,Iron Bundle, ,Ice,Water,56,80,114,124,60,136,570,
992,9,Iron Hands, ,Fighting,Electric,154,140,108,50,68,50,570,
993,9,Iron Jugulis, ,Dark,Flying,94,80,86,122,80,108,570,
994,9,Iron Moth, ,Fire,Poison,80,70,60,140,110,110,570,
995,9,Iron Thorns, ,Rock,Electric,100,134,110,70,84,72,570,
996,9,Frigibax, ,Dragon,Ice,65,75,45,35,45,55,320,psd_leg
997,9,Arctibax, ,Dragon,Ice,90,95,66,45,65,62,423,psd_leg
998,9,Baxcalibur, ,Dragon,Ice,115,145,92,75,86,87,600,psd_leg
999,9,Gimmighoul,Chest Form,Ghost, ,45,30,70,75,70,10,300,
999,9,Gimmighoul,Roaming Form,Ghost, ,45,30,25,75,45,80,300,
1000,9,Gholdengo, ,Steel,Ghost,87,60,95,133,91,84,550,
1001,9,Wo-Chien, ,Dark,Grass,85,85,100,95,135,70,570,myth
1002,9,Chien-Pao, ,Dark,Ice,80,120,80,90,65,135,570,
1003,9,Ting-Lu, ,Dark,Ground,155,110,125,55,80,45,570,myth
1004,9,Chi-Yu, ,Dark,Fire,55,80,80,135,120,100,570,myth
1005,9,Roaring Moon, ,Dragon,Dark,105,139,71,55,101,119,590,
1006,9,Iron Valiant, ,Fairy,Fighting,74,130,90,120,60,116,590,
1007,9,Koraidon, ,Fighting,Dragon,100,135,115,85,100,135,670,myth
1008,9,Miraidon, ,Electric,Dragon,100,85,100,135,115,135,670,myth
1009,9,Walking Wake, ,Water,Dragon,99,83,91,125,83,109,590,myth
1010,9,Iron Leaves, ,Grass,Psychic,90,130,88,70,108,104,590,
1011,9,Dipplin, ,Grass,Dragon,80,80,110,95,80,40,485,
1012,9,Poltchageist, ,Grass,Ghost,40,45,45,74,54,50,308,
1013,9,Sinistcha, ,Grass,Ghost,71,60,106,121,80,70,508,
1014,9,Okidogi, ,Poison,Fighting,88,128,115,58,86,80,555,
1015,9,Munkidori, ,Poison,Psychic,88,75,66,130,90,106,555,
1016,9,Fezandipiti, ,Poison,Fairy,88,91,82,70,125,99,555,
1017,9,Ogerpon,Teal Mask,Grass, ,80,120,84,60,96,110,550,
1017,9,Ogerpon,Wellspring Mask,Grass,Water,80,120,84,60,96,110,550,
1017,9,Ogerpon,Hearthflame Mask,Grass,Fire,80,120,84,60,96,110,550,
1017,9,Ogerpon,Cornerstone Mask,Grass,Rock,80,120,84,60,96,110,550,
1018,9,Archaludon, ,Steel,Dragon,90,105,130,125,65,85,600,
1019,9,Hydrapple, ,Grass,Dragon,106,80,110,120,80,44,540,
1020,9,Gouging Fire, ,Fire,Dragon,105,115,121,65,93,91,590,
1021,9,Raging Bolt, ,Electric,Dragon,125,73,91,137,89,75,590,
1022,9,Iron Boulder, ,Rock,Psychic,90,120,80,68,108,124,590,
1023,9,Iron Crown, ,Steel,Psychic,90,72,100,122,108,98,590,
1024,9,Terapagos,Normal Form,Normal, ,90,65,85,65,85,60,450,
1024,9,Terapagos,Terastal Form,Normal, ,95,95,110,105,110,85,600,
1024,9,Terapagos,Stellar Form,Normal, ,160,105,110,130,110,85,700,
1025,9,Pecharunt, ,Poison,Ghost,88,88,160,88,88,88,600,
