gen,id,nome,forma,estagio,tipo_1,tipo_2,hp,atk,sp_atk,def,sp_def,vel,pml,bst,best_atk,best_atk_vel,atk_tot,def_tot
7,778,mimikyu,-,-,fantasma,fada,30,5,3,4,6,10,-,58,5,15,8,10
7,779,bruxish,-,-,agua,psiquico,35,6,4,4,4,10,-,63,6,16,10,8
7,780,drampa,-,-,normal,dragao,40,3,7,5,5,4,-,64,7,11,10,10
7,781,dhelmise,-,-,fantasma,grama,35,7,5,5,5,4,-,61,7,11,12,10
7,782,jangmo-o,-,-,dragao,-,25,3,3,4,3,5,pseudo,43,3,8,6,7
7,783,hakamo-o,-,-,dragao,lutador,30,4,4,5,4,7,pseudo,54,4,11,8,9
7,784,kommo-o,-,-,dragao,lutador,40,6,5,7,6,9,pseudo,73,6,15,11,13
7,785,tapu koko,-,-,eletrico,fada,35,6,5,5,4,13,lend,68,6,19,11,9
7,786,tapu lele,-,-,psiquico,fada,35,5,7,4,6,10,lend,67,7,17,12,10
7,787,tapu bulu,-,-,grama,fada,35,7,5,6,5,8,lend,66,7,15,12,11
7,788,tapu fini,-,-,agua,fada,35,4,5,6,7,9,lend,66,5,14,9,13
7,789,cosmog,-,-,psiquico,-,25,2,2,2,2,4,-,37,2,6,4,4
7,790,cosmoem,-,-,psiquico,-,25,2,2,7,7,4,-,47,2,6,4,14
7,791,solgaleo,-,-,psiquico,aco,70,7,6,6,5,10,lend,104,7,17,13,11
7,792,lunala,-,-,psiquico,fantasma,70,6,7,5,6,10,lend,104,7,17,13,11
7,793,nihilego,-,-,pedra,venenoso,55,3,7,3,7,11,-,86,7,18,10,10
7,794,buzzwole,-,-,inseto,lutador,55,7,3,7,3,8,-,83,7,15,10,10
7,795,pheromosa,-,-,inseto,lutador,40,7,7,2,2,16,-,74,7,23,14,4
7,796,xurkitree,-,-,eletrico,-,45,5,9,4,4,9,-,76,9,18,14,8
7,797,celesteela,-,-,aco,voador,50,6,6,6,6,7,-,81,6,13,12,12
7,798,kartana,-,-,grama,aco,30,10,3,7,2,11,-,63,10,21,13,9
7,799,guzzlord,-,-,sombrio,dragao,115,6,5,3,3,5,-,137,6,11,11,6
7,800,necrozma,-,-,psiquico,-,50,6,7,6,5,8,lend,82,7,15,13,11
7,800,necrozma,dusk mane necrozma,-,psiquico,aco,50,8,6,7,6,8,lend,85,8,16,14,13
7,800,necrozma,dawn wings necrozma,-,psiquico,fantasma,50,6,8,6,7,8,lend,85,8,16,14,13
7,800,necrozma,ultra necrozma,-,psiquico,dragao,50,9,9,5,5,13,lend,91,9,22,18,10
7,801,magearna,-,-,aco,fada,40,5,7,6,6,7,mit,71,7,14,12,12
7,802,marshadow,-,-,lutador,fantasma,45,7,5,4,5,13,mit,79,7,20,12,9
7,803,poipole,-,-,venenoso,-,35,4,4,4,4,8,-,59,4,12,8,8
7,804,naganadel,-,-,venenoso,dragao,40,4,7,4,4,13,-,72,7,20,11,8
7,805,stakataka,-,-,pedra,aco,35,7,3,11,6,2,-,64,7,9,10,17
7,806,blacephalon,-,-,fogo,fantasma,30,7,8,3,4,11,-,63,8,19,15,7
7,807,zeraora,-,-,eletrico,-,45,6,6,4,4,15,mit,80,6,21,12,8
7,808,meltan,-,-,aco,-,25,4,3,4,2,4,-,42,4,8,7,6
7,809,melmetal,-,-,aco,-,70,8,4,8,4,4,-,98,8,12,12,12
8,810,grookey,-,-,grama,-,25,4,2,3,2,7,-,43,4,11,6,5
8,811,thwackey,-,-,grama,-,35,5,3,4,3,8,-,58,5,13,8,7
8,812,rillaboom,-,-,grama,-,50,7,3,5,4,9,-,78,7,16,10,9
8,813,scorbunny,-,-,fogo,-,25,4,2,2,2,7,-,42,4,11,6,4
8,814,raboot,-,-,fogo,-,35,5,3,3,3,10,-,59,5,15,8,6
8,815,cinderace,-,-,fogo,-,40,6,4,4,4,12,-,70,6,18,10,8
8,816,sobble,-,-,agua,-,25,2,4,2,2,7,-,42,4,11,6,4
8,817,drizzile,-,-,agua,-,35,3,5,3,3,9,-,58,5,14,8,6
8,818,inteleon,-,-,agua,-,35,5,7,4,4,12,-,67,7,19,12,8
8,819,skwovet,-,-,normal,-,35,3,2,3,2,3,-,48,3,6,5,5
8,820,greedent,-,-,normal,-,60,5,3,5,4,2,-,79,5,7,8,9
8,821,rookidee,-,-,voador,-,20,3,2,2,2,6,-,35,3,9,5,4
8,822,corvisquire,-,-,voador,-,35,4,3,3,3,8,-,56,4,12,7,6
8,823,corviknight,-,-,voador,aco,50,5,3,6,5,7,-,76,5,12,8,11
8,824,blipbug,-,-,inseto,-,15,1,2,1,3,5,-,27,2,7,3,4
8,825,dottler,-,-,inseto,psiquico,25,2,3,4,5,3,-,42,3,6,5,9
8,826,orbeetle,-,-,inseto,psiquico,30,3,4,6,6,9,-,58,4,13,7,12
8,827,nickit,-,-,sombrio,-,20,2,3,2,3,5,-,35,3,8,5,5
8,828,thievul,-,-,sombrio,-,35,3,5,3,5,9,-,60,5,14,8,8
8,829,gossifleur,-,-,grama,-,20,2,2,3,3,1,-,31,2,3,4,6
8,830,eldegoss,-,-,grama,-,30,3,4,5,6,6,-,54,4,10,7,11
8,831,wooloo,-,-,normal,-,25,2,2,3,3,5,-,40,2,7,4,6
8,832,dubwool,-,-,normal,-,40,4,3,5,5,9,-,66,4,13,7,10
8,833,chewtle,-,-,agua,-,25,4,2,3,2,5,-,41,4,9,6,5
8,834,drednaw,-,-,agua,pedra,45,6,3,5,4,8,-,71,6,14,9,9
8,835,yamper,-,-,eletrico,-,30,3,2,3,3,3,-,44,3,6,5,6
8,836,boltund,-,-,eletrico,-,35,5,5,3,3,13,-,64,5,18,10,6
8,837,rolycoly,-,-,pedra,-,15,2,2,3,3,3,-,28,2,5,4,6
8,838,carkol,-,-,pedra,fogo,40,3,3,5,4,5,-,60,3,8,6,9
8,839,coalossal,-,-,pedra,fogo,55,4,4,6,5,3,-,77,4,7,8,11
8,840,applin,-,-,grama,dragao,20,2,2,4,2,2,-,32,2,4,4,6
8,841,flapple,-,-,grama,dragao,35,6,5,4,3,7,-,60,6,13,11,7
8,842,appletun,-,-,grama,dragao,55,5,5,4,4,3,-,76,5,8,10,8
8,843,silicobra,-,-,terra,-,30,3,2,4,3,5,-,47,3,8,5,7
8,844,sandaconda,-,-,terra,-,40,6,4,7,4,8,-,69,6,14,10,11
8,845,cramorant,-,-,voador,agua,35,5,5,3,5,9,-,62,5,14,10,8
8,846,arrokuda,-,-,agua,-,25,4,2,2,2,7,-,42,4,11,6,4
8,847,barraskewda,-,-,agua,-,35,7,3,3,3,14,-,65,7,21,10,6
8,848,toxel,-,-,eletrico,venenoso,20,2,3,2,2,4,-,33,3,7,5,4
8,849,toxtricity,amped form,-,eletrico,venenoso,40,5,6,4,4,8,-,67,6,14,11,8
8,849,toxtricity,low key form,-,eletrico,venenoso,40,5,6,4,4,8,-,67,6,14,11,8
8,850,sizzlipede,-,-,fogo,inseto,25,4,3,3,3,5,-,43,4,9,7,6
8,851,centiskorch,-,-,fogo,inseto,50,6,5,4,5,7,-,77,6,13,11,9
8,852,clobbopus,-,-,lutador,-,25,4,3,3,3,4,-,42,4,8,7,6
8,853,grapploct,-,-,lutador,-,40,6,4,5,4,5,-,64,6,11,10,9
8,854,sinistea,-,-,fantasma,-,20,3,4,3,3,5,-,38,4,9,7,6
8,855,polteageist,-,-,fantasma,-,30,4,7,4,6,7,-,58,7,14,11,10
8,856,hatenna,-,-,psiquico,-,25,2,3,3,3,4,-,40,3,7,5,6
8,857,hattrem,-,-,psiquico,-,30,2,5,4,4,5,-,50,5,10,7,8
8,858,hatterene,-,-,psiquico,fada,30,5,7,5,6,3,-,56,7,10,12,11
8,859,impidimp,-,-,sombrio,fada,25,3,3,2,2,5,-,40,3,8,6,4
8,860,morgrem,-,-,sombrio,fada,35,3,4,3,3,7,-,55,4,11,7,6
8,861,grimmsnarl,-,-,sombrio,fada,50,6,5,4,4,6,-,75,6,12,11,8
8,862,obstagoon,-,-,sombrio,normal,50,5,3,6,5,10,-,79,5,15,8,11
8,863,perrserker,-,-,aco,-,35,6,3,5,3,5,-,57,6,11,9,8
8,864,cursola,-,-,fantasma,-,30,5,8,3,7,3,-,56,8,11,13,10
8,865,sirfetch'd,-,-,lutador,-,35,7,4,5,5,7,-,63,7,14,11,10
8,866,mr. rime,-,-,gelo,psiquico,40,5,6,4,5,7,-,67,6,13,11,9
8,867,runerigus,-,-,terra,fantasma,30,5,3,8,6,3,-,55,5,8,8,14
8,868,milcery,-,-,fada,-,25,2,3,2,4,4,-,40,3,7,5,6
8,869,alcremie,-,-,fada,-,35,3,6,4,7,7,-,62,6,13,9,11
8,870,falinks,-,-,lutador,-,35,5,4,5,3,8,-,60,5,13,9,8
8,871,pincurchin,-,-,eletrico,-,25,6,5,5,5,2,-,48,6,8,11,10
8,872,snom,-,-,gelo,inseto,15,2,3,2,2,2,-,26,3,5,5,4
8,873,frosmoth,-,-,gelo,inseto,35,4,7,3,5,7,-,61,7,14,11,8
8,874,stonjourner,-,-,pedra,-,50,7,1,7,1,7,-,73,7,14,8,8
8,875,eiscue,gelo face,-,gelo,-,40,4,4,6,5,5,-,64,4,9,8,11
8,875,eiscue,nogelo face,-,gelo,-,40,4,4,4,3,13,-,68,4,17,8,7
8,876,indeedee,male,-,psiquico,normal,30,4,6,3,5,10,-,58,6,16,10,8
8,876,indeedee,female,-,psiquico,normal,35,3,5,4,6,9,-,62,5,14,8,10
8,877,morpeko,full belly mode,-,eletrico,sombrio,30,5,4,3,3,10,-,55,5,15,9,6
8,877,morpeko,hangry mode,-,eletrico,sombrio,30,5,4,3,3,10,-,55,5,15,9,6
8,878,cufant,-,-,aco,-,40,4,2,3,3,4,-,56,4,8,6,6
8,879,copperajah,-,-,aco,-,65,7,4,4,4,3,-,87,7,10,11,8
8,880,dracozolt,-,-,eletrico,dragao,45,5,4,5,4,8,-,71,5,13,9,9
8,881,arctozolt,-,-,eletrico,gelo,45,5,5,5,4,6,-,70,5,11,10,9
8,882,dracovish,-,-,agua,dragao,45,5,4,5,4,8,-,71,5,13,9,9
8,883,arctovish,-,-,agua,gelo,45,5,4,5,5,6,-,70,5,11,9,10
8,884,duraludon,-,-,aco,dragao,35,5,6,6,3,9,-,64,6,15,11,9
8,885,dreepy,-,-,dragao,fantasma,15,3,2,2,2,9,pseudo,33,3,12,5,4
8,886,drakloak,-,-,dragao,fantasma,35,4,3,3,3,11,pseudo,59,4,15,7,6
8,887,dragapult,-,-,dragao,fantasma,45,6,5,4,4,15,pseudo,79,6,21,11,8
8,888,zacian,hero of many battles,-,fada,-,50,6,4,6,6,14,lend,86,6,20,10,12
8,888,zacian,crowned sword,-,fada,aco,50,8,4,6,6,15,lend,89,8,23,12,12
8,889,zamazenta,hero of many battles,-,lutador,-,50,6,4,6,6,14,lend,86,6,20,10,12
8,889,zamazenta,crowned shield,-,lutador,aco,50,6,4,7,7,13,lend,87,6,19,10,14
8,890,eternatus,-,-,venenoso,dragao,70,5,8,5,5,13,lend,106,8,21,13,10
8,890,eternatus,eternamax,-,venenoso,dragao,130,6,7,13,13,13,lend,182,7,20,13,26
8,891,kubfu,-,-,lutador,-,30,5,3,3,3,8,lend,52,5,13,8,6
8,892,urshifu,single strike style,-,lutador,sombrio,50,7,4,5,3,10,lend,79,7,17,11,8
8,892,urshifu,rapid strike style,-,lutador,agua,50,7,4,5,3,10,lend,79,7,17,11,8
8,893,zarude,-,-,sombrio,grama,55,6,4,6,5,11,mit,87,6,17,10,11
8,894,regieleki,-,-,eletrico,-,40,5,5,3,3,20,lend,76,5,25,10,6
8,895,regidrago,-,-,dragao,-,100,5,5,3,3,8,lend,124,5,13,10,6
8,896,glastrier,-,-,gelo,-,50,8,4,7,6,3,-,78,8,11,12,13
8,897,spectrier,-,-,fantasma,-,50,4,8,3,4,13,-,82,8,21,12,7
8,898,calyrex,-,-,psiquico,grama,50,4,4,4,4,8,mit,74,4,12,8,8
8,898,calyrex,gelo rider,-,psiquico,gelo,50,9,5,8,7,5,mit,84,9,14,14,15
8,898,calyrex,shadow rider,-,psiquico,fantasma,50,5,9,4,5,15,mit,88,9,24,14,9
8,899,wyrdeer,-,-,normal,psiquico,55,6,6,4,4,7,-,82,6,13,12,8
8,900,kleavor,-,-,inseto,pedra,35,7,3,5,4,9,-,63,7,16,10,9
8,901,ursaluna,-,-,terra,normal,65,7,3,6,4,5,-,90,7,12,10,10
9,901,ursaluna,bloodmoon,-,terra,normal,60,4,7,6,4,6,-,87,7,13,11,10
8,902,basculegion,male,-,agua,fantasma,60,6,4,4,4,8,-,86,6,14,10,8
8,902,basculegion,female,-,agua,fantasma,60,5,5,4,4,8,-,86,5,13,10,8
8,903,sneasler,-,-,lutador,venenoso,40,7,2,3,4,12,-,68,7,19,9,7
8,904,overqwil,-,-,sombrio,venenoso,45,6,4,5,4,9,-,73,6,15,10,9
8,905,enamorus,incarnate forme,-,fada,voador,40,6,7,4,4,11,-,72,7,18,13,8
8,905,enamorus,therian forme,-,fada,voador,40,6,7,6,5,5,-,69,7,12,13,11
9,906,sprigatito,-,-,grama,-,20,4,3,3,3,7,-,40,4,11,7,6
9,907,floragato,-,-,grama,-,35,4,3,4,4,9,-,59,4,13,7,8
9,908,meowscarada,-,-,grama,sombrio,40,6,5,4,4,13,-,72,6,19,11,8
9,909,fuecoco,-,-,fogo,-,35,3,4,3,2,4,-,51,4,8,7,5
9,910,crocalor,-,-,fogo,-,45,3,5,4,3,5,-,65,5,10,8,7
9,911,skeledirge,-,-,fogo,fantasma,55,4,6,5,4,7,-,81,6,13,10,9
9,912,quaxly,-,-,agua,-,30,4,3,3,3,5,-,48,4,9,7,6
9,913,quaxwell,-,-,agua,-,35,5,4,4,3,7,-,58,5,12,9,7
9,914,quaquaval,-,-,agua,lutador,45,6,5,4,4,9,-,73,6,15,11,8
9,915,lechonk,-,-,normal,-,30,3,2,2,3,4,-,44,3,7,5,5
9,916,oinkologne,male,-,normal,-,55,5,3,4,4,7,-,78,5,12,8,8
9,916,oinkologne,female,-,normal,-,60,5,3,4,5,7,-,84,5,12,8,9
9,917,tarountula,-,-,inseto,-,20,3,2,3,2,2,-,32,3,5,5,5
9,918,spidops,-,-,inseto,-,30,4,3,5,5,4,-,51,4,8,7,10
9,919,nymble,-,-,inseto,-,20,3,2,2,2,5,-,34,3,8,5,4
9,920,lokix,-,-,inseto,sombrio,40,6,3,4,3,10,-,66,6,16,9,7
9,921,pawmi,-,-,eletrico,-,25,3,2,1,2,6,-,39,3,9,5,3
9,922,pawmo,-,-,eletrico,lutador,30,4,3,2,2,9,-,50,4,13,7,4
9,923,pawmot,-,-,eletrico,lutador,35,6,4,4,3,11,-,63,6,17,10,7
9,924,tandemaus,-,-,normal,-,25,3,2,3,3,8,-,44,3,11,5,6
9,925,maushold,family of four,-,normal,-,40,4,4,4,4,12,-,68,4,16,8,8
9,925,maushold,family of three,-,normal,-,40,4,4,4,4,12,-,68,4,16,8,8
9,926,fidough,-,-,fada,-,20,3,2,4,3,7,-,39,3,10,5,7
9,927,dachsbun,-,-,fada,-,30,4,3,6,4,10,-,57,4,14,7,10
9,928,smoliv,-,-,grama,normal,25,2,3,3,3,3,-,39,3,6,5,6
9,929,dolliv,-,-,grama,normal,30,3,4,3,4,4,-,48,4,8,7,7
9,930,arboliva,-,-,grama,normal,40,4,7,5,6,4,-,66,7,11,11,11
9,931,squawkabilly,green plumage,-,normal,voador,45,5,3,3,3,10,-,69,5,15,8,6
9,931,squawkabilly,blue plumage,-,normal,voador,45,5,3,3,3,10,-,69,5,15,8,6
9,931,squawkabilly,yellow plumage,-,normal,voador,45,5,3,3,3,10,-,69,5,15,8,6
9,931,squawkabilly,white plumage,-,normal,voador,45,5,3,3,3,10,-,69,5,15,8,6
9,932,nacli,-,-,pedra,-,30,3,2,4,2,3,-,44,3,6,5,6
9,933,naclstack,-,-,pedra,-,30,3,2,5,4,4,-,48,3,7,5,9
9,934,garganacl,-,-,pedra,-,50,5,3,7,5,4,-,74,5,9,8,12
9,935,charcadet,-,-,fogo,-,20,3,3,2,2,4,-,34,3,7,6,4
9,936,armarouge,-,-,fogo,psiquico,45,3,7,5,4,8,-,72,7,15,10,9
9,937,ceruledge,-,-,fogo,fantasma,40,7,3,4,5,9,-,68,7,16,10,9
9,938,tadbulb,-,-,eletrico,-,35,2,3,3,2,5,-,50,3,8,5,5
9,939,bellibolt,-,-,eletrico,-,55,4,6,5,5,5,-,80,6,11,10,10
9,940,wattrel,-,-,eletrico,voador,20,2,3,2,2,7,-,36,3,10,5,4
9,941,kilowattrel,-,-,eletrico,voador,35,4,6,3,3,13,-,64,6,19,10,6
9,942,maschiff,-,-,sombrio,-,30,4,2,3,3,6,-,48,4,10,6,6
9,943,mabosstiff,-,-,sombrio,-,40,6,3,5,4,9,-,67,6,15,9,9
9,944,shroodle,-,-,venenoso,normal,20,4,2,2,2,8,-,38,4,12,6,4
9,945,grafaiai,-,-,venenoso,normal,35,5,4,4,4,11,-,63,5,16,9,8
9,946,bramblin,-,-,grama,fantasma,20,4,3,2,2,6,-,37,4,10,7,4
9,947,brambleghast,-,-,grama,fantasma,30,6,4,4,4,9,-,57,6,15,10,8
9,948,toedscool,-,-,terra,grama,20,2,3,2,5,7,-,39,3,10,5,7
9,949,toedscruel,-,-,terra,grama,40,4,4,4,6,10,-,68,4,14,8,10
9,950,klawf,-,-,pedra,-,35,5,2,6,3,8,-,59,5,13,7,9
9,951,capsakid,-,-,grama,-,25,4,4,2,2,5,-,42,4,9,8,4
9,952,scovillain,-,-,grama,fogo,35,6,6,4,4,8,-,63,6,14,12,8
9,953,rellor,-,-,inseto,-,25,3,2,3,3,3,-,39,3,6,5,6
9,954,rabsca,-,-,inseto,psiquico,40,3,6,5,5,5,-,64,6,11,9,10
9,955,flittle,-,-,psiquico,-,15,2,3,2,2,8,-,32,3,11,5,4
9,956,espathra,-,-,psiquico,-,50,3,6,3,3,11,-,76,6,17,9,6
9,957,tinkatink,-,-,fada,aco,25,3,2,3,4,6,-,43,3,9,5,7
9,958,tinkatuff,-,-,fada,aco,35,3,3,3,5,8,-,57,3,11,6,8
9,959,tinkaton,-,-,fada,aco,45,4,4,4,6,10,-,73,4,14,8,10
9,960,wiglett,-,-,agua,-,5,3,2,2,2,10,-,24,3,13,5,4
9,961,wugtrio,-,-,agua,-,20,5,3,3,4,12,-,47,5,17,8,7
9,962,bombirdier,-,-,voador,sombrio,35,6,3,5,5,9,-,63,6,15,9,10
9,963,finizen,-,-,agua,-,35,3,3,2,2,8,-,53,3,11,6,4
9,964,palafin,zero form,-,agua,-,50,4,3,4,4,10,-,75,4,14,7,8
9,964,palafin,hero form,-,agua,-,50,8,6,5,5,10,-,84,8,18,14,10
9,965,varoom,-,-,aco,venenoso,25,4,2,4,3,5,-,43,4,9,6,7
9,966,revavroom,-,-,aco,venenoso,40,6,3,5,4,9,-,67,6,15,9,9
9,967,cyclizar,-,-,dragao,normal,35,5,5,4,4,13,-,66,5,18,10,8
9,968,orthworm,-,-,aco,-,35,5,3,8,3,7,-,61,5,12,8,11
9,969,glimmet,-,-,pedra,venenoso,25,2,6,3,3,6,-,45,6,12,8,6
9,970,glimmora,-,-,pedra,venenoso,45,3,7,5,5,9,-,74,7,16,10,10
9,971,greavard,-,-,fantasma,-,25,4,2,3,3,4,-,41,4,8,6,6
9,972,houndstone,-,-,fantasma,-,40,6,3,5,5,7,-,66,6,13,9,10
9,973,flamigo,-,-,voador,lutador,45,6,4,4,4,9,-,72,6,15,10,8
9,974,cetoddle,-,-,gelo,-,55,4,2,3,2,5,-,71,4,9,6,5
9,975,cetitan,-,-,gelo,-,85,6,3,4,3,8,-,109,6,14,9,7
9,976,veluza,-,-,agua,psiquico,45,6,4,4,4,7,-,70,6,13,10,8
9,977,dondozo,-,-,agua,-,75,5,4,6,4,4,-,98,5,9,9,10
9,978,tatsugiri,curly form,-,dragao,agua,35,3,6,3,5,9,-,61,6,15,9,8
9,978,tatsugiri,droopy form,-,dragao,agua,35,3,6,3,5,9,-,61,6,15,9,8
9,978,tatsugiri,stretchy form,-,dragao,agua,35,3,6,3,5,9,-,61,6,15,9,8
9,979,annihilape,-,-,lutador,fantasma,55,6,3,4,5,9,-,82,6,15,9,9
9,980,clodsire,-,-,venenoso,terra,65,4,3,3,5,2,-,82,4,6,7,8
9,981,farigiraf,-,-,normal,psiquico,60,5,6,4,4,6,-,85,6,12,11,8
9,982,dudunsparce,two-segment form,-,normal,-,65,5,5,4,4,6,-,89,5,11,10,8
9,982,dudunsparce,three-segment form,-,normal,-,65,5,5,4,4,6,-,89,5,11,10,8
9,983,kingambit,-,-,sombrio,aco,50,7,3,6,5,5,-,76,7,12,10,11
9,984,great tusk,-,-,terra,lutador,60,7,3,7,3,9,-,89,7,16,10,10
9,985,scream tail,-,-,fada,psiquico,60,4,4,5,6,12,-,91,4,16,8,11
9,986,brute bonnet,-,-,grama,sombrio,60,7,4,5,5,6,-,87,7,13,11,10
9,987,flutter mane,-,-,fantasma,fada,30,3,7,3,7,14,-,64,7,21,10,10
9,988,slither wing,-,-,inseto,lutador,45,7,5,4,6,9,-,76,7,16,12,10
9,989,sandy shocks,-,-,eletrico,terra,45,5,7,5,5,11,-,78,7,18,12,10
9,990,iron treads,-,-,terra,aco,45,6,4,6,4,11,-,76,6,17,10,10
9,991,iron bundle,-,-,gelo,agua,30,4,7,6,3,14,-,64,7,21,11,9
9,992,iron hands,-,-,lutador,eletrico,80,7,3,6,4,5,-,105,7,12,10,10
9,993,iron jugulis,-,-,sombrio,voador,50,4,7,5,4,11,-,81,7,18,11,9
9,994,iron moth,-,-,fogo,venenoso,40,4,7,3,6,11,-,71,7,18,11,9
9,995,iron thorns,-,-,pedra,eletrico,50,7,4,6,5,8,-,80,7,15,11,11
9,996,frigibax,-,-,dragao,gelo,35,4,2,3,3,6,pseudo,53,4,10,6,6
9,997,arctibax,-,-,dragao,gelo,45,5,3,4,4,7,pseudo,68,5,12,8,8
9,998,baxcalibur,-,-,dragao,gelo,60,8,4,5,5,9,pseudo,91,8,17,12,10
9,999,gimmighoul,chest form,-,fantasma,-,25,2,4,4,4,1,-,40,4,5,6,8
9,999,gimmighoul,roaming form,-,fantasma,-,25,2,4,2,3,8,-,44,4,12,6,5
9,1000,gholdengo,-,-,aco,fantasma,45,3,7,5,5,9,-,74,7,16,10,10
9,1001,wo-chien,-,-,sombrio,grama,45,5,5,5,7,7,mit,74,5,12,10,12
9,1002,chien-pao,-,-,sombrio,gelo,40,6,5,4,4,14,-,73,6,20,11,8
9,1003,ting-lu,-,-,sombrio,terra,80,6,3,7,4,5,mit,105,6,11,9,11
9,1004,chi-yu,-,-,sombrio,fogo,30,4,7,4,6,10,mit,61,7,17,11,10
9,1005,roaring moon,-,-,dragao,sombrio,55,7,3,4,6,12,-,87,7,19,10,10
9,1006,iron valiant,-,-,fada,lutador,40,7,6,5,3,12,-,73,7,19,13,8
9,1007,koraidon,-,-,lutador,dragao,50,7,5,6,5,14,mit,87,7,21,12,11
9,1008,miraidon,-,-,eletrico,dragao,50,5,7,5,6,14,mit,87,7,21,12,11
9,1009,walking wake,-,-,agua,dragao,50,5,7,5,5,11,mit,83,7,18,12,10
9,1010,iron leaves,-,-,grama,psiquico,45,7,4,5,6,11,-,78,7,18,11,11
9,1011,dipplin,-,-,grama,dragao,40,4,5,6,4,4,-,63,5,9,9,10
9,1012,poltchageist,-,-,grama,fantasma,20,3,4,3,3,5,-,38,4,9,7,6
9,1013,sinistcha,-,-,grama,fantasma,40,3,7,6,4,7,-,67,7,14,10,10
9,1014,okidogi,-,-,venenoso,lutador,45,7,3,6,5,8,-,74,7,15,10,11
9,1015,munkidori,-,-,venenoso,psiquico,45,4,7,4,5,11,-,76,7,18,11,9
9,1016,fezandipiti,-,-,venenoso,fada,45,5,4,5,7,10,-,76,5,15,9,12
9,1017,ogerpon,teal mask,-,grama,-,40,6,3,5,5,11,-,70,6,17,9,10
9,1017,ogerpon,wellspring mask,-,grama,agua,40,6,3,5,5,11,-,70,6,17,9,10
9,1017,ogerpon,hearthflame mask,-,grama,fogo,40,6,3,5,5,11,-,70,6,17,9,10
9,1017,ogerpon,cornerstone mask,-,grama,pedra,40,6,3,5,5,11,-,70,6,17,9,10
9,1018,archaludon,-,-,aco,dragao,45,6,7,7,4,9,-,78,7,16,13,11
9,1019,hydrapple,-,-,grama,dragao,55,4,6,6,4,5,-,80,6,11,10,10
9,1020,gouging fogo,-,-,fogo,dragao,55,6,4,7,5,10,-,87,6,16,10,12
9,1021,raging bolt,-,-,eletrico,dragao,65,4,7,5,5,8,-,94,7,15,11,10
9,1022,iron boulder,-,-,pedra,psiquico,45,6,4,4,6,13,-,78,6,19,10,10
9,1023,iron crown,-,-,aco,psiquico,45,4,7,5,6,10,-,77,7,17,11,11
9,1024,terapagos,normal form,-,normal,-,45,4,4,5,5,6,-,69,4,10,8,10
9,1024,terapagos,terastal form,-,normal,-,50,5,6,6,6,9,-,82,6,15,11,12
9,1024,terapagos,stellar form,-,normal,-,80,6,7,6,6,9,-,114,7,16,13,12
9,1025,pecharunt,-,-,venenoso,fantasma,45,5,5,8,5,9,-,77,5,14,10,13
