Geração,ID,Nome,Forma,Estágio,Tipo 1,Tipo 2,HP,Ataque,Ataque Especial,Defesa,Defesa Especial,Velocidade,Pseudo/Mítico/ Lendário
9,1017,Ogerpon,Wellspring Mask,,Grama,Água,40,6,3,5,5,11,
9,1017,Ogerpon,Hearthflame Mask,,Grama,Fogo,40,6,3,5,5,11,
9,1017,Ogerpon,Cornerstone Mask,,Grama,Pedra,40,6,3,5,5,11,
9,1018,Archaludon,,,Aço,Dragão,45,6,7,7,4,9,
9,1019,Hydrapple,,,Grama,Dragão,55,4,6,6,4,5,
9,1020,Gouging Fogo,,,Fogo,Dragão,55,6,4,7,5,10,
9,1021,Raging Bolt,,,Elétrico,Dragão,65,4,7,5,5,8,
9,1022,Iron Boulder,,,Pedra,Psíquico,45,6,4,4,6,13,
9,1023,Iron Crown,,,Aço,Psíquico,45,4,7,5,6,10,
9,1024,Terapagos,Normal Form,,Normal,,45,4,4,5,5,6,
9,1024,Terapagos,Terastal Form,,Normal,,50,5,6,6,6,9,
9,1024,Terapagos,Stellar Form,,Normal,,80,6,7,6,6,9,
9,1025,Pecharunt,,,Venenoso,Fantasma,45,5,5,8,5,9,
